data,pretrain,model,params,n,thread,iter,map5095,map50,precision,recall,f1,n_all,n_fn,n_fp,family,size
e_IMU,True,yolo12x,59.1,16,1,2,0.363,0.6203,0.6039,0.5681,0.5855,808,495,79,YOLOv12,large
e_IMU,False,yolo12x,59.1,16,1,2,0.4022,0.7214,0.7832,0.6439,0.7067,808,224,295,YOLOv12,large
e_IMU,True,yolo12x,59.1,64,1,2,0.4783,0.7788,0.7834,0.6894,0.7334,808,235,133,YOLOv12,large
e_IMU,False,yolo12x,59.1,64,1,2,0.487,0.8131,0.776,0.7504,0.763,808,188,155,YOLOv12,large
e_IMU,True,yolo12x,59.1,200,1,2,0.5152,0.8427,0.8678,0.7537,0.8067,808,158,171,YOLOv12,large
e_IMU,False,yolo12x,59.1,200,1,2,0.4898,0.8303,0.8684,0.7463,0.8027,808,145,221,YOLOv12,large
e_VT,True,yolo12x,59.1,16,1,2,0.3926,0.7073,0.7399,0.6348,0.6833,408,168,68,YOLOv12,large
e_VT,False,yolo12x,59.1,16,1,2,0.5175,0.8392,0.879,0.7426,0.8051,408,78,89,YOLOv12,large
e_VT,True,yolo12x,59.1,64,1,2,0.5523,0.845,0.8219,0.7802,0.8005,408,110,45,YOLOv12,large
e_VT,False,yolo12x,59.1,64,1,2,0.5936,0.8646,0.8583,0.7819,0.8183,408,98,47,YOLOv12,large
e_VT,True,yolo12x,59.1,200,1,2,0.6231,0.9041,0.8972,0.8358,0.8654,408,63,38,YOLOv12,large
e_VT,False,yolo12x,59.1,200,1,2,0.6262,0.906,0.9163,0.8321,0.8722,408,57,49,YOLOv12,large
e_IMU,True,yolo11x,56.9,16,1,2,0.3406,0.6303,0.6912,0.5446,0.6092,808,385,136,YOLOv11,large
e_IMU,False,yolo11x,56.9,16,1,2,0.3997,0.7068,0.7401,0.6126,0.6704,808,281,183,YOLOv11,large
e_IMU,True,yolo11x,56.9,64,1,2,0.4876,0.7992,0.7972,0.7166,0.7547,808,231,103,YOLOv11,large
e_IMU,False,yolo11x,56.9,64,1,2,0.5011,0.8005,0.8089,0.7054,0.7536,808,210,123,YOLOv11,large
e_IMU,True,yolo11x,56.9,200,1,2,0.539,0.8571,0.8431,0.7735,0.8068,808,162,132,YOLOv11,large
e_IMU,False,yolo11x,56.9,200,1,2,0.5362,0.8559,0.844,0.777,0.8091,808,149,142,YOLOv11,large
e_VT,True,yolo11x,56.9,16,1,2,0.3783,0.7028,0.6872,0.6765,0.6818,408,80,310,YOLOv11,large
e_VT,False,yolo11x,56.9,16,1,2,0.5207,0.8366,0.7952,0.7598,0.7771,408,101,69,YOLOv11,large
e_VT,True,yolo11x,56.9,64,1,2,0.5278,0.8379,0.8572,0.7647,0.8083,408,100,47,YOLOv11,large
e_VT,False,yolo11x,56.9,64,1,2,0.5688,0.8361,0.8762,0.7475,0.8068,408,102,42,YOLOv11,large
e_VT,True,yolo11x,56.9,200,1,2,0.628,0.9182,0.9077,0.8529,0.8795,408,56,37,YOLOv11,large
e_VT,False,yolo11x,56.9,200,1,2,0.6268,0.9189,0.9146,0.8505,0.8814,408,57,43,YOLOv11,large
e_IMU,True,rtdetr-x,86.0,16,1,2,0.3673,0.6884,0.8396,0.6091,0.706,808,233,294,DETR,large
e_IMU,False,rtdetr-x,86.0,16,1,2,0.4214,0.7547,0.839,0.6819,0.7524,808,160,409,DETR,large
e_IMU,True,rtdetr-x,86.0,64,1,2,0.4669,0.8127,0.8259,0.7456,0.7837,808,103,856,DETR,large
e_IMU,False,rtdetr-x,86.0,64,1,2,0.4809,0.8449,0.876,0.7432,0.8041,808,97,480,DETR,large
e_IMU,True,rtdetr-x,86.0,200,1,2,0.4984,0.8358,0.8517,0.7466,0.7957,808,119,334,DETR,large
e_IMU,False,rtdetr-x,86.0,200,1,2,0.5337,0.8778,0.8968,0.7852,0.8373,808,79,385,DETR,large
e_VT,True,rtdetr-x,86.0,16,1,2,0.3795,0.6897,0.7859,0.5937,0.6764,408,115,180,DETR,large
e_VT,False,rtdetr-x,86.0,16,1,2,0.4711,0.8076,0.8048,0.7476,0.7751,408,73,134,DETR,large
e_VT,True,rtdetr-x,86.0,64,1,2,0.4765,0.7804,0.828,0.652,0.7295,408,72,328,DETR,large
e_VT,False,rtdetr-x,86.0,64,1,2,0.5307,0.8553,0.884,0.7377,0.8043,408,57,165,DETR,large
e_VT,True,rtdetr-x,86.0,200,1,2,0.5847,0.8987,0.8823,0.8453,0.8634,408,39,119,DETR,large
e_VT,False,rtdetr-x,86.0,200,1,2,0.6057,0.9125,0.8758,0.8471,0.8612,408,32,166,DETR,large
e_IMU,True,rtdetr-l,45.0,16,1,2,0.4332,0.7604,0.8176,0.6877,0.747,808,148,613,DETR,small
e_IMU,False,rtdetr-l,45.0,16,1,2,0.4118,0.7513,0.7941,0.6832,0.7345,808,121,999,DETR,small
e_IMU,True,rtdetr-l,45.0,64,1,2,0.4964,0.8448,0.8729,0.7564,0.8105,808,119,291,DETR,small
e_IMU,False,rtdetr-l,45.0,64,1,2,0.4601,0.7983,0.857,0.7118,0.7777,808,129,477,DETR,small
e_IMU,True,rtdetr-l,45.0,200,1,2,0.5172,0.8574,0.857,0.7834,0.8186,808,89,408,DETR,small
e_IMU,False,rtdetr-l,45.0,200,1,2,0.5088,0.8573,0.8731,0.7587,0.8119,808,80,490,DETR,small
e_VT,True,rtdetr-l,45.0,16,1,2,0.4062,0.7495,0.8098,0.6471,0.7194,408,89,217,DETR,small
e_VT,False,rtdetr-l,45.0,16,1,2,0.4926,0.8264,0.8276,0.7255,0.7732,408,55,244,DETR,small
e_VT,True,rtdetr-l,45.0,64,1,2,0.5358,0.8567,0.8406,0.799,0.8193,408,57,174,DETR,small
e_VT,False,rtdetr-l,45.0,64,1,2,0.5382,0.854,0.8089,0.7677,0.7878,408,55,193,DETR,small
e_VT,True,rtdetr-l,45.0,200,1,2,0.6054,0.916,0.886,0.8382,0.8615,408,38,87,DETR,small
e_VT,False,rtdetr-l,45.0,200,1,2,0.6105,0.9285,0.9005,0.8653,0.8825,408,26,252,DETR,small
e_IMU,True,yolo12n,2.6,16,1,2,0.3347,0.6649,0.7318,0.5767,0.6451,808,294,243,YOLOv12,small
e_IMU,False,yolo12n,2.6,16,1,2,0.3682,0.7078,0.8039,0.5941,0.6832,808,224,327,YOLOv12,small
e_IMU,True,yolo12n,2.6,64,1,2,0.4034,0.7574,0.8106,0.6782,0.7385,808,186,274,YOLOv12,small
e_IMU,False,yolo12n,2.6,64,1,2,0.4525,0.823,0.8682,0.703,0.7769,808,150,273,YOLOv12,small
e_IMU,True,yolo12n,2.6,200,1,2,0.4881,0.8491,0.8702,0.7553,0.8087,808,104,317,YOLOv12,small
e_IMU,False,yolo12n,2.6,200,1,2,0.4902,0.8501,0.8618,0.741,0.7968,808,132,273,YOLOv12,small
e_VT,True,yolo12n,2.6,16,1,2,0.3894,0.6993,0.8031,0.5931,0.6823,408,158,65,YOLOv12,small
e_VT,False,yolo12n,2.6,16,1,2,0.4912,0.81,0.8499,0.7279,0.7842,408,82,122,YOLOv12,small
e_VT,True,yolo12n,2.6,64,1,2,0.5044,0.8354,0.8656,0.7574,0.8078,408,77,107,YOLOv12,small
e_VT,False,yolo12n,2.6,64,1,2,0.5617,0.8685,0.8371,0.8333,0.8352,408,69,64,YOLOv12,small
e_VT,True,yolo12n,2.6,200,1,2,0.5747,0.9098,0.8888,0.848,0.8679,408,42,90,YOLOv12,small
e_VT,False,yolo12n,2.6,200,1,2,0.6066,0.9129,0.8991,0.8382,0.8676,408,51,65,YOLOv12,small
e_IMU,True,yolo11n,2.6,16,1,2,0.3718,0.6963,0.7507,0.5928,0.6625,808,303,168,YOLOv11,small
e_IMU,False,yolo11n,2.6,16,1,2,0.3847,0.7058,0.8161,0.5941,0.6876,808,248,302,YOLOv11,small
e_IMU,True,yolo12x,59.1,16,6,1,0.3186,0.6229,0.7362,0.525,0.613,808,252,611,YOLOv12,large
e_IMU,False,yolo12x,59.1,16,6,1,0.3528,0.6665,0.6788,0.5879,0.6301,808,328,177,YOLOv12,large
e_IMU,True,yolo12x,59.1,64,6,1,0.4723,0.7674,0.77,0.6836,0.7242,808,276,122,YOLOv12,large
e_IMU,False,yolo12x,59.1,64,6,1,0.4507,0.8096,0.8357,0.7364,0.7829,808,132,320,YOLOv12,large
e_IMU,True,yolo12x,59.1,200,6,1,0.5162,0.8391,0.8513,0.7463,0.7953,808,153,166,YOLOv12,large
e_IMU,False,yolo12x,59.1,200,6,1,0.5133,0.8619,0.8762,0.7636,0.816,808,116,246,YOLOv12,large
e_VT,True,yolo12x,59.1,16,6,1,0.3528,0.7175,0.7382,0.6912,0.7139,408,83,256,YOLOv12,large
e_VT,False,yolo12x,59.1,16,6,1,0.4614,0.7614,0.8369,0.5931,0.6942,408,189,27,YOLOv12,large
e_VT,True,yolo12x,59.1,64,6,1,0.5465,0.8277,0.8668,0.7175,0.7851,408,122,35,YOLOv12,large
e_VT,False,yolo12x,59.1,64,6,1,0.5758,0.8784,0.9054,0.7507,0.8208,408,79,58,YOLOv12,large
e_VT,True,yolo12x,59.1,200,6,1,0.6178,0.908,0.8975,0.8372,0.8663,408,57,56,YOLOv12,large
e_VT,False,yolo12x,59.1,200,6,1,0.6413,0.9122,0.8768,0.8652,0.8709,408,50,43,YOLOv12,large
e_IMU,True,yolo11x,56.9,16,6,1,0.2919,0.5874,0.6541,0.5136,0.5754,808,303,372,YOLOv11,large
e_IMU,False,yolo11x,56.9,16,6,1,0.3866,0.7165,0.777,0.6188,0.6889,808,234,301,YOLOv11,large
e_IMU,True,yolo11x,56.9,64,6,1,0.4794,0.8019,0.8059,0.7079,0.7537,808,224,128,YOLOv11,large
e_IMU,False,yolo11x,56.9,64,6,1,0.4882,0.8125,0.8169,0.7288,0.7703,808,174,187,YOLOv11,large
e_IMU,True,yolo11x,56.9,200,6,1,0.5532,0.8557,0.8754,0.7477,0.8065,808,155,130,YOLOv11,large
e_IMU,False,yolo11x,56.9,200,6,1,0.5431,0.8486,0.8235,0.7723,0.7971,808,153,163,YOLOv11,large
e_VT,True,yolo11x,56.9,16,6,1,0.3552,0.6191,0.7367,0.4608,0.567,408,245,36,YOLOv11,large
e_VT,False,yolo11x,56.9,16,6,1,0.518,0.8434,0.8627,0.7181,0.7838,408,82,98,YOLOv11,large
e_VT,True,yolo11x,56.9,64,6,1,0.5417,0.8409,0.856,0.7579,0.804,408,113,39,YOLOv11,large
e_VT,False,yolo11x,56.9,64,6,1,0.5551,0.8575,0.8447,0.7867,0.8147,408,92,54,YOLOv11,large
e_VT,True,yolo11x,56.9,200,6,1,0.6145,0.8959,0.8915,0.8256,0.8573,408,63,38,YOLOv11,large
e_VT,False,yolo11x,56.9,200,6,1,0.6223,0.9016,0.8478,0.848,0.8479,408,60,57,YOLOv11,large
e_IMU,True,rtdetr-x,86.0,64,6,1,0.4528,0.808,0.8368,0.7422,0.7867,808,131,398,DETR,large
e_IMU,False,rtdetr-x,86.0,64,6,1,0.4776,0.8192,0.8528,0.7277,0.7853,808,129,362,DETR,large
e_IMU,True,rtdetr-x,86.0,200,6,1,0.5263,0.8515,0.8718,0.7493,0.8059,808,97,347,DETR,large
e_IMU,False,rtdetr-x,86.0,200,6,1,0.5104,0.8445,0.8666,0.7723,0.8167,808,86,618,DETR,large
e_VT,True,rtdetr-x,86.0,64,6,1,0.5151,0.8037,0.9004,0.7093,0.7935,408,101,59,DETR,large
e_VT,False,rtdetr-x,86.0,64,6,1,0.5423,0.8676,0.8672,0.7623,0.8113,408,31,410,DETR,large
e_VT,True,rtdetr-x,86.0,200,6,1,0.5484,0.8694,0.858,0.7849,0.8199,408,42,171,DETR,large
e_VT,False,rtdetr-x,86.0,200,6,1,0.6036,0.9161,0.8968,0.8305,0.8624,408,27,172,DETR,large
e_IMU,True,rtdetr-l,45.0,64,6,1,0.465,0.8202,0.8537,0.7438,0.795,808,99,861,DETR,small
e_IMU,False,rtdetr-l,45.0,64,6,1,0.4577,0.7999,0.8165,0.7212,0.7659,808,92,1078,DETR,small
e_IMU,True,rtdetr-l,45.0,200,6,1,0.5424,0.8753,0.8822,0.8007,0.8395,808,70,430,DETR,small
e_IMU,False,rtdetr-l,45.0,200,6,1,0.5299,0.869,0.8575,0.7995,0.8275,808,71,401,DETR,small
e_VT,True,rtdetr-l,45.0,64,6,1,0.5121,0.8306,0.8544,0.7647,0.8071,408,67,142,DETR,small
e_VT,False,rtdetr-l,45.0,64,6,1,0.5521,0.8862,0.8663,0.8113,0.8379,408,28,348,DETR,small
e_VT,True,rtdetr-l,45.0,200,6,1,0.5807,0.8906,0.8848,0.8279,0.8554,408,48,103,DETR,small
e_VT,False,rtdetr-l,45.0,200,6,1,0.5907,0.912,0.894,0.8211,0.856,408,32,209,DETR,small
e_IMU,True,yolo12n,2.6,64,6,1,0.4184,0.7718,0.7925,0.7116,0.7499,808,177,290,YOLOv12,small
e_IMU,False,yolo12n,2.6,64,6,1,0.4342,0.7803,0.8233,0.6881,0.7496,808,182,250,YOLOv12,small
e_IMU,True,yolo12n,2.6,200,6,1,0.4956,0.8298,0.8689,0.7379,0.7981,808,155,184,YOLOv12,small
e_IMU,False,yolo12n,2.6,200,6,1,0.4932,0.8508,0.8639,0.7543,0.8054,808,120,278,YOLOv12,small
e_VT,True,yolo12n,2.6,64,6,1,0.5028,0.8348,0.8702,0.772,0.8181,408,88,50,YOLOv12,small
e_VT,False,yolo12n,2.6,64,6,1,0.5271,0.865,0.8291,0.7846,0.8062,408,52,181,YOLOv12,small
e_VT,True,yolo12n,2.6,200,6,1,0.6061,0.8793,0.8832,0.8155,0.848,408,70,49,YOLOv12,small
e_VT,False,yolo12n,2.6,200,6,1,0.5872,0.8802,0.8676,0.8309,0.8489,408,61,58,YOLOv12,small
e_IMU,True,yolo11n,2.6,64,6,1,0.4446,0.7897,0.8658,0.6436,0.7383,808,201,189,YOLOv11,small
e_IMU,False,yolo11n,2.6,64,6,1,0.4261,0.8052,0.8371,0.7067,0.7664,808,144,393,YOLOv11,small
e_IMU,True,yolo11n,2.6,200,6,1,0.4925,0.843,0.8694,0.7426,0.801,808,154,201,YOLOv11,small
e_IMU,False,yolo11n,2.6,200,6,1,0.4953,0.8605,0.8887,0.7636,0.8214,808,122,272,YOLOv11,small
e_VT,True,yolo11n,2.6,64,6,1,0.5393,0.839,0.8371,0.75,0.7912,408,103,51,YOLOv11,small
e_VT,False,yolo11n,2.6,64,6,1,0.5592,0.8873,0.8787,0.817,0.8468,408,65,64,YOLOv11,small
e_VT,True,yolo11n,2.6,200,6,1,0.6096,0.8939,0.8948,0.8358,0.8643,408,60,45,YOLOv11,small
e_VT,False,yolo11n,2.6,200,6,1,0.6033,0.9173,0.9077,0.8309,0.8676,408,44,75,YOLOv11,small
e_IMU,True,yolo12x,59.1,16,6,2,0.3384,0.6374,0.7126,0.5272,0.606,808,408,102,YOLOv12,large
e_IMU,False,yolo12x,59.1,16,6,2,0.4275,0.7609,0.7703,0.698,0.7324,808,253,126,YOLOv12,large
e_IMU,True,yolo12x,59.1,64,6,2,0.457,0.7961,0.7812,0.7071,0.7423,808,248,130,YOLOv12,large
e_IMU,False,yolo12x,59.1,64,6,2,0.4799,0.7928,0.8247,0.6918,0.7524,808,233,111,YOLOv12,large
e_IMU,True,yolo12x,59.1,200,6,2,0.5079,0.8454,0.8482,0.7673,0.8058,808,140,182,YOLOv12,large
e_IMU,False,yolo12x,59.1,200,6,2,0.5138,0.8569,0.9032,0.7508,0.82,808,127,210,YOLOv12,large
e_VT,True,yolo12x,59.1,16,6,2,0.3615,0.6778,0.7835,0.5735,0.6623,408,114,217,YOLOv12,large
e_VT,False,yolo12x,59.1,16,6,2,0.4901,0.7899,0.8267,0.6936,0.7544,408,103,112,YOLOv12,large
e_VT,True,yolo12x,59.1,64,6,2,0.5372,0.8378,0.8608,0.773,0.8146,408,92,44,YOLOv12,large
e_VT,False,yolo12x,59.1,64,6,2,0.5808,0.8805,0.8746,0.8039,0.8378,408,71,58,YOLOv12,large
e_VT,True,yolo12x,59.1,200,6,2,0.61,0.8963,0.8871,0.8086,0.846,408,68,50,YOLOv12,large
e_VT,False,yolo12x,59.1,200,6,2,0.6194,0.9148,0.8848,0.8603,0.8724,408,44,59,YOLOv12,large
e_IMU,True,yolo11x,56.9,16,6,2,0.3632,0.6984,0.7328,0.6179,0.6705,808,313,130,YOLOv11,large
e_IMU,False,yolo11x,56.9,16,6,2,0.4008,0.752,0.7645,0.672,0.7153,808,208,260,YOLOv11,large
e_IMU,True,yolo11x,56.9,64,6,2,0.4679,0.787,0.8058,0.6832,0.7395,808,282,82,YOLOv11,large
e_IMU,False,yolo11x,56.9,64,6,2,0.4972,0.8324,0.7986,0.7686,0.7833,808,168,172,YOLOv11,large
e_IMU,True,yolo11x,56.9,200,6,2,0.5318,0.8377,0.8064,0.7698,0.7877,808,169,128,YOLOv11,large
e_IMU,False,yolo11x,56.9,200,6,2,0.5395,0.856,0.858,0.7479,0.7992,808,154,150,YOLOv11,large
e_VT,True,yolo11x,56.9,16,6,2,0.3523,0.6644,0.7014,0.6054,0.6499,408,83,668,YOLOv11,large
e_VT,False,yolo11x,56.9,16,6,2,0.5057,0.8252,0.8691,0.7162,0.7853,408,99,71,YOLOv11,large
e_VT,True,yolo11x,56.9,64,6,2,0.529,0.8418,0.8541,0.7603,0.8044,408,84,79,YOLOv11,large
e_VT,False,yolo11x,56.9,64,6,2,0.5695,0.8965,0.8655,0.8554,0.8604,408,46,94,YOLOv11,large
e_VT,True,yolo11x,56.9,200,6,2,0.6295,0.9104,0.8832,0.8578,0.8704,408,57,45,YOLOv11,large
e_VT,False,yolo11x,56.9,200,6,2,0.6148,0.9144,0.8897,0.8505,0.8697,408,51,54,YOLOv11,large
e_IMU,True,rtdetr-x,86.0,64,6,2,0.4296,0.7833,0.8377,0.7005,0.763,808,126,698,DETR,large
e_IMU,False,rtdetr-x,86.0,64,6,2,0.4677,0.8382,0.8581,0.7782,0.8162,808,88,503,DETR,large
e_IMU,True,rtdetr-x,86.0,200,6,2,0.5177,0.8521,0.9033,0.7364,0.8114,808,92,486,DETR,large
e_IMU,False,rtdetr-x,86.0,200,6,2,0.5009,0.8464,0.8679,0.755,0.8075,808,77,827,DETR,large
e_VT,True,rtdetr-x,86.0,64,6,2,0.4216,0.7411,0.8102,0.6382,0.714,408,121,106,DETR,large
e_VT,False,rtdetr-x,86.0,64,6,2,0.5599,0.8926,0.8575,0.8137,0.835,408,32,232,DETR,large
e_VT,True,rtdetr-x,86.0,200,6,2,0.5427,0.8737,0.8618,0.7794,0.8185,408,31,395,DETR,large
e_VT,False,rtdetr-x,86.0,200,6,2,0.5963,0.9083,0.8755,0.8271,0.8506,408,33,206,DETR,large
e_IMU,True,rtdetr-l,45.0,64,6,2,0.4349,0.7853,0.8212,0.7332,0.7747,808,138,370,DETR,small
e_IMU,False,rtdetr-l,45.0,64,6,2,0.4818,0.8421,0.8349,0.7697,0.8009,808,98,365,DETR,small
e_IMU,True,rtdetr-l,45.0,200,6,2,0.524,0.8788,0.8853,0.7927,0.8364,808,72,457,DETR,small
e_IMU,False,rtdetr-l,45.0,200,6,2,0.5326,0.8937,0.8826,0.8156,0.8478,808,62,455,DETR,small
e_VT,True,rtdetr-l,45.0,64,6,2,0.5269,0.8571,0.8222,0.8159,0.819,408,42,392,DETR,small
e_VT,False,rtdetr-l,45.0,64,6,2,0.5478,0.8871,0.8646,0.8294,0.8466,408,41,157,DETR,small
e_VT,True,rtdetr-l,45.0,200,6,2,0.5631,0.8793,0.8499,0.8235,0.8365,408,52,92,DETR,small
e_VT,False,rtdetr-l,45.0,200,6,2,0.5964,0.905,0.8643,0.8271,0.8453,408,33,163,DETR,small
e_IMU,True,yolo12n,2.6,64,6,2,0.4217,0.7569,0.8118,0.63,0.7094,808,236,179,YOLOv12,small
e_IMU,False,yolo12n,2.6,64,6,2,0.433,0.7753,0.8181,0.6696,0.7364,808,212,178,YOLOv12,small
e_IMU,True,yolo12n,2.6,200,6,2,0.4485,0.829,0.8671,0.743,0.8002,808,129,299,YOLOv12,small
e_IMU,False,yolo12n,2.6,200,6,2,0.4868,0.8457,0.8936,0.7215,0.7984,808,106,360,YOLOv12,small
e_VT,True,yolo12n,2.6,64,6,2,0.519,0.8345,0.8395,0.7721,0.8044,408,85,57,YOLOv12,small
e_VT,False,yolo12n,2.6,64,6,2,0.5478,0.8658,0.9096,0.7475,0.8206,408,71,83,YOLOv12,small
e_VT,True,yolo12n,2.6,200,6,2,0.5858,0.8928,0.882,0.8284,0.8544,408,63,49,YOLOv12,small
e_VT,False,yolo12n,2.6,200,6,2,0.5882,0.8937,0.828,0.8614,0.8444,408,56,65,YOLOv12,small
e_IMU,True,yolo11n,2.6,64,6,2,0.4251,0.7842,0.7873,0.6873,0.7339,808,209,179,YOLOv11,small
e_IMU,False,yolo11n,2.6,64,6,2,0.433,0.7847,0.824,0.6856,0.7485,808,214,160,YOLOv11,small
e_IMU,True,yolo11n,2.6,200,6,2,0.4995,0.8373,0.8579,0.7463,0.7982,808,148,198,YOLOv11,small
e_IMU,False,yolo11n,2.6,200,6,2,0.5,0.8541,0.8683,0.7636,0.8126,808,121,231,YOLOv11,small
e_VT,True,yolo11n,2.6,64,6,2,0.5488,0.8518,0.891,0.7451,0.8116,408,101,39,YOLOv11,small
e_VT,False,yolo11n,2.6,64,6,2,0.5775,0.8949,0.882,0.7876,0.8321,408,64,80,YOLOv11,small
e_VT,True,yolo11n,2.6,200,6,2,0.6067,0.893,0.8735,0.8554,0.8644,408,56,63,YOLOv11,small
e_VT,False,yolo11n,2.6,200,6,2,0.611,0.9083,0.8826,0.8659,0.8742,408,44,57,YOLOv11,small
e_IMU,True,yolo12x,59.1,16,6,3,0.2837,0.6268,0.6941,0.5617,0.6209,808,237,546,YOLOv12,large
e_IMU,False,yolo12x,59.1,16,6,3,0.3955,0.7126,0.7268,0.6399,0.6806,808,265,201,YOLOv12,large
e_IMU,True,yolo12x,59.1,64,6,3,0.4539,0.7773,0.7931,0.6807,0.7326,808,212,196,YOLOv12,large
e_IMU,False,yolo12x,59.1,64,6,3,0.4832,0.8023,0.7898,0.729,0.7582,808,195,156,YOLOv12,large
e_IMU,True,yolo12x,59.1,200,6,3,0.5317,0.8463,0.8597,0.7562,0.8046,808,153,134,YOLOv12,large
e_IMU,False,yolo12x,59.1,200,6,3,0.5044,0.8424,0.8691,0.7649,0.8137,808,121,328,YOLOv12,large
e_VT,True,yolo12x,59.1,16,6,3,0.3399,0.6914,0.702,0.6299,0.664,408,107,239,YOLOv12,large
e_VT,False,yolo12x,59.1,16,6,3,0.4488,0.7647,0.7916,0.661,0.7205,408,160,48,YOLOv12,large
e_VT,True,yolo12x,59.1,64,6,3,0.5554,0.8453,0.8683,0.7592,0.8101,408,96,49,YOLOv12,large
e_VT,False,yolo12x,59.1,64,6,3,0.5839,0.8707,0.8668,0.7892,0.8262,408,64,99,YOLOv12,large
e_VT,True,yolo12x,59.1,200,6,3,0.6219,0.8938,0.8495,0.8442,0.8469,408,63,55,YOLOv12,large
e_IMU,True,rtdetr-x,86.0,16,6,1,0.3804,0.7237,0.722,0.677,0.6988,808,162,619,DETR,large
e_IMU,False,rtdetr-x,86.0,16,6,1,0.3979,0.7486,0.7972,0.6757,0.7315,808,149,447,DETR,large
e_VT,True,rtdetr-x,86.0,16,6,1,0.4029,0.7276,0.8268,0.6593,0.7336,408,105,139,DETR,large
e_VT,False,rtdetr-x,86.0,16,6,1,0.5088,0.8365,0.8261,0.7571,0.7901,408,43,540,DETR,large
e_IMU,True,rtdetr-l,45.0,16,6,1,0.3688,0.7241,0.8,0.6584,0.7223,808,176,484,DETR,small
e_IMU,False,rtdetr-l,45.0,16,6,1,0.4188,0.7646,0.8251,0.6772,0.7439,808,170,398,DETR,small
e_VT,True,rtdetr-l,45.0,16,6,1,0.4265,0.7679,0.8218,0.6716,0.7391,408,84,171,DETR,small
e_VT,False,rtdetr-l,45.0,16,6,1,0.5166,0.8403,0.83,0.7426,0.7839,408,38,394,DETR,small
e_IMU,True,yolo12n,2.6,16,6,1,0.2949,0.5881,0.6239,0.5285,0.5722,808,365,238,YOLOv12,small
e_IMU,False,yolo12n,2.6,16,6,1,0.3479,0.6992,0.7679,0.6059,0.6773,808,216,407,YOLOv12,small
e_VT,True,yolo12n,2.6,16,6,1,0.3815,0.6916,0.7724,0.5906,0.6694,408,179,40,YOLOv12,small
e_VT,False,yolo12n,2.6,16,6,1,0.4665,0.8276,0.8187,0.7306,0.7721,408,81,135,YOLOv12,small
e_IMU,True,yolo11n,2.6,16,6,1,0.3127,0.638,0.6752,0.5569,0.6104,808,332,213,YOLOv11,small
e_IMU,False,yolo11n,2.6,16,6,1,0.3461,0.6889,0.6483,0.6324,0.6403,808,248,306,YOLOv11,small
e_VT,True,yolo11n,2.6,16,6,1,0.3907,0.7261,0.7379,0.6348,0.6824,408,157,67,YOLOv11,small
e_VT,False,yolo11n,2.6,16,6,1,0.4766,0.8238,0.7969,0.7404,0.7676,408,101,84,YOLOv11,small
e_IMU,True,rtdetr-x,86.0,16,6,2,0.3378,0.6648,0.7047,0.6176,0.6583,808,132,1553,DETR,large
e_IMU,False,rtdetr-x,86.0,16,6,2,0.437,0.8042,0.8502,0.7304,0.7858,808,146,323,DETR,large
e_VT,True,rtdetr-x,86.0,16,6,2,0.3662,0.67,0.6916,0.5809,0.6314,408,82,683,DETR,large
e_VT,False,rtdetr-x,86.0,16,6,2,0.4848,0.8165,0.8174,0.723,0.7673,408,56,410,DETR,large
e_IMU,True,rtdetr-l,45.0,16,6,2,0.4295,0.7874,0.8412,0.6884,0.7571,808,147,284,DETR,small
e_IMU,False,rtdetr-l,45.0,16,6,2,0.415,0.7771,0.8116,0.677,0.7382,808,151,402,DETR,small
e_VT,True,rtdetr-l,45.0,16,6,2,0.3942,0.711,0.7036,0.6748,0.6889,408,26,3144,DETR,small
e_VT,False,rtdetr-l,45.0,16,6,2,0.5046,0.8263,0.8211,0.6977,0.7544,408,64,246,DETR,small
e_IMU,True,yolo12n,2.6,16,6,2,0.3132,0.628,0.7043,0.5602,0.6241,808,336,163,YOLOv12,small
e_IMU,False,yolo12n,2.6,16,6,2,0.3737,0.7175,0.7641,0.6671,0.7123,808,199,301,YOLOv12,small
e_VT,True,yolo12n,2.6,16,6,2,0.3729,0.6737,0.7508,0.6055,0.6704,408,137,142,YOLOv12,small
e_VT,False,yolo12n,2.6,16,6,2,0.4633,0.7998,0.7565,0.7157,0.7355,408,90,180,YOLOv12,small
e_IMU,True,yolo11n,2.6,16,6,2,0.315,0.6515,0.7349,0.5829,0.6501,808,294,170,YOLOv11,small
e_IMU,False,yolo11n,2.6,16,6,2,0.378,0.726,0.791,0.6399,0.7074,808,258,143,YOLOv11,small
e_VT,True,yolo11n,2.6,16,6,2,0.4096,0.7373,0.8473,0.6152,0.7128,408,124,86,YOLOv11,small
e_VT,False,yolo11n,2.6,16,6,2,0.5105,0.8078,0.8114,0.6959,0.7492,408,132,50,YOLOv11,small
e_IMU,True,rtdetr-x,86.0,16,6,3,0.3774,0.7091,0.7686,0.651,0.7049,808,192,535,DETR,large
e_IMU,False,rtdetr-x,86.0,16,6,3,0.4193,0.7508,0.8322,0.6813,0.7492,808,195,293,DETR,large
e_VT,True,rtdetr-x,86.0,16,6,3,0.3851,0.713,0.7685,0.6428,0.7001,408,69,530,DETR,large
e_VT,False,rtdetr-x,86.0,16,6,3,0.4658,0.7984,0.8355,0.7097,0.7675,408,81,163,DETR,large
e_IMU,True,rtdetr-l,45.0,16,6,3,0.4017,0.7263,0.8126,0.6387,0.7152,808,183,394,DETR,small
