data,pretrain,model,params,n,thread,iter,map5095,map50,precision,recall,f1,n_all,n_fn,n_fp,family,size
e_VT,True,rtdetr-x,86.0,64,4,1,0.5082,0.8143,0.8766,0.7304,0.7969,408,79,140,DETR,large
e_VT,False,rtdetr-x,86.0,64,4,1,0.4984,0.8063,0.8043,0.7304,0.7656,408,78,181,DETR,large
e_VT,True,rtdetr-x,86.0,200,4,1,0.565,0.8658,0.8548,0.7819,0.8167,408,48,176,DETR,large
e_VT,False,rtdetr-x,86.0,200,4,1,0.5825,0.9019,0.8813,0.8009,0.8392,408,30,259,DETR,large
e_IMU,True,rtdetr-l,45.0,16,4,1,0.3862,0.7558,0.8062,0.6795,0.7374,808,178,307,DETR,small
e_IMU,False,rtdetr-l,45.0,16,4,1,0.3791,0.7501,0.8363,0.6638,0.7401,808,205,228,DETR,small
e_IMU,True,rtdetr-l,45.0,64,4,1,0.4674,0.8123,0.843,0.729,0.7819,808,129,348,DETR,small
e_IMU,False,rtdetr-l,45.0,64,4,1,0.4634,0.8231,0.8805,0.7384,0.8032,808,108,611,DETR,small
e_IMU,True,rtdetr-l,45.0,200,4,1,0.5152,0.8617,0.9133,0.7512,0.8244,808,104,356,DETR,small
e_IMU,False,rtdetr-l,45.0,200,4,1,0.5331,0.8766,0.8928,0.7628,0.8227,808,74,483,DETR,small
e_VT,True,rtdetr-l,45.0,16,4,1,0.3996,0.7234,0.8586,0.6551,0.7432,408,117,127,DETR,small
e_VT,False,rtdetr-l,45.0,16,4,1,0.5106,0.843,0.8357,0.7855,0.8098,408,60,155,DETR,small
e_VT,True,rtdetr-l,45.0,64,4,1,0.5176,0.8273,0.8634,0.7438,0.7991,408,79,120,DETR,small
e_VT,False,rtdetr-l,45.0,64,4,1,0.528,0.879,0.885,0.7672,0.8219,408,41,225,DETR,small
e_VT,True,rtdetr-l,45.0,200,4,1,0.5894,0.889,0.9078,0.826,0.865,408,54,90,DETR,small
e_VT,False,rtdetr-l,45.0,200,4,1,0.5935,0.9012,0.8868,0.826,0.8553,408,41,121,DETR,small
e_IMU,True,yolo12n,2.6,16,4,1,0.3019,0.6607,0.7505,0.5965,0.6647,808,256,323,YOLOv12,small
e_IMU,False,yolo12n,2.6,16,4,1,0.3545,0.7034,0.7966,0.5903,0.6781,808,254,233,YOLOv12,small
e_IMU,True,yolo12n,2.6,64,4,1,0.4437,0.7745,0.8345,0.6819,0.7506,808,206,221,YOLOv12,small
e_IMU,False,yolo12n,2.6,64,4,1,0.4566,0.8102,0.8375,0.6968,0.7607,808,162,243,YOLOv12,small
e_IMU,True,yolo12n,2.6,200,4,1,0.492,0.8503,0.8366,0.7574,0.795,808,110,372,YOLOv12,small
e_IMU,False,yolo12n,2.6,200,4,1,0.496,0.8456,0.8807,0.7307,0.7987,808,138,230,YOLOv12,small
e_VT,True,yolo12n,2.6,16,4,1,0.3894,0.7508,0.8391,0.6373,0.7244,408,106,129,YOLOv12,small
e_VT,False,yolo12n,2.6,16,4,1,0.4616,0.786,0.799,0.7403,0.7685,408,113,61,YOLOv12,small
e_VT,True,yolo12n,2.6,64,4,1,0.5286,0.8411,0.8489,0.7571,0.8003,408,89,57,YOLOv12,small
e_VT,False,yolo12n,2.6,64,4,1,0.557,0.8756,0.8247,0.8137,0.8192,408,72,70,YOLOv12,small
e_VT,True,yolo12n,2.6,200,4,1,0.5906,0.885,0.881,0.826,0.8526,408,54,75,YOLOv12,small
e_VT,False,yolo12n,2.6,200,4,1,0.599,0.9008,0.8882,0.8309,0.8586,408,48,79,YOLOv12,small
e_IMU,True,yolo11n,2.6,16,4,1,0.2961,0.6422,0.724,0.5705,0.6382,808,254,424,YOLOv11,small
e_IMU,False,yolo11n,2.6,16,4,1,0.3506,0.7062,0.7493,0.6399,0.6903,808,224,278,YOLOv11,small
e_IMU,True,yolo11n,2.6,64,4,1,0.4496,0.7915,0.8296,0.693,0.7552,808,202,195,YOLOv11,small
e_IMU,False,yolo11n,2.6,64,4,1,0.4445,0.8009,0.867,0.7228,0.7884,808,175,265,YOLOv11,small
e_IMU,True,yolo11n,2.6,200,4,1,0.4848,0.8456,0.8518,0.754,0.7999,808,107,319,YOLOv11,small
e_IMU,False,yolo11n,2.6,200,4,1,0.4899,0.8466,0.8837,0.7488,0.8107,808,117,335,YOLOv11,small
e_VT,True,yolo11n,2.6,16,4,1,0.3848,0.6868,0.7391,0.6373,0.6844,408,93,377,YOLOv11,small
e_VT,False,yolo11n,2.6,16,4,1,0.4773,0.8238,0.8314,0.7131,0.7677,408,86,106,YOLOv11,small
e_VT,True,yolo11n,2.6,64,4,1,0.5606,0.8583,0.8678,0.7745,0.8185,408,84,52,YOLOv11,small
e_VT,False,yolo11n,2.6,64,4,1,0.5805,0.8701,0.861,0.7893,0.8236,408,81,46,YOLOv11,small
e_VT,True,yolo11n,2.6,200,4,1,0.5986,0.8953,0.885,0.8358,0.8597,408,54,59,YOLOv11,small
e_VT,False,yolo11n,2.6,200,4,1,0.6107,0.9196,0.8893,0.8578,0.8733,408,50,54,YOLOv11,small
e_IMU,True,yolo12x,59.1,16,4,2,0.3421,0.6791,0.7543,0.6194,0.6802,808,211,620,YOLOv12,large
e_IMU,False,yolo12x,59.1,16,4,2,0.3807,0.6908,0.7544,0.6015,0.6693,808,303,144,YOLOv12,large
e_IMU,True,yolo12x,59.1,64,4,2,0.478,0.7942,0.764,0.7228,0.7428,808,215,158,YOLOv12,large
e_IMU,False,yolo12x,59.1,64,4,2,0.4881,0.806,0.8338,0.7015,0.7619,808,188,164,YOLOv12,large
e_IMU,True,yolo12x,59.1,200,4,2,0.5311,0.8433,0.817,0.7933,0.805,808,150,147,YOLOv12,large
e_IMU,False,yolo12x,59.1,200,4,2,0.5183,0.8622,0.8357,0.7958,0.8152,808,113,261,YOLOv12,large
e_VT,True,yolo12x,59.1,16,4,2,0.3279,0.6693,0.7906,0.5417,0.6429,408,187,41,YOLOv12,large
e_VT,False,yolo12x,59.1,16,4,2,0.4753,0.8142,0.768,0.771,0.7695,408,92,93,YOLOv12,large
e_VT,True,yolo12x,59.1,64,4,2,0.483,0.8028,0.8307,0.7402,0.7828,408,103,57,YOLOv12,large
e_VT,False,yolo12x,59.1,64,4,2,0.5626,0.8857,0.8464,0.8113,0.8285,408,86,43,YOLOv12,large
e_VT,True,yolo12x,59.1,200,4,2,0.5624,0.8925,0.847,0.8578,0.8524,408,45,98,YOLOv12,large
e_VT,False,yolo12x,59.1,200,4,2,0.6196,0.9132,0.8543,0.8764,0.8652,408,43,63,YOLOv12,large
e_IMU,True,yolo11x,56.9,16,4,2,0.3451,0.6256,0.6031,0.5718,0.587,808,473,80,YOLOv11,large
e_IMU,False,yolo11x,56.9,16,4,2,0.3937,0.7013,0.7483,0.6002,0.6661,808,366,103,YOLOv11,large
e_IMU,True,yolo11x,56.9,64,4,2,0.4958,0.7941,0.826,0.672,0.7411,808,255,114,YOLOv11,large
e_IMU,False,yolo11x,56.9,64,4,2,0.4948,0.8191,0.835,0.7076,0.766,808,186,170,YOLOv11,large
e_IMU,True,yolo11x,56.9,200,4,2,0.5397,0.8557,0.8419,0.7822,0.8109,808,148,145,YOLOv11,large
e_IMU,False,yolo11x,56.9,200,4,2,0.5398,0.8557,0.8006,0.8001,0.8004,808,147,155,YOLOv11,large
e_VT,True,yolo11x,56.9,16,4,2,0.3658,0.6697,0.7864,0.5637,0.6567,408,197,47,YOLOv11,large
e_VT,False,yolo11x,56.9,16,4,2,0.4946,0.8356,0.8307,0.7819,0.8055,408,93,54,YOLOv11,large
e_VT,True,yolo11x,56.9,64,4,2,0.5286,0.8396,0.8853,0.7376,0.8047,408,91,53,YOLOv11,large
e_VT,False,yolo11x,56.9,64,4,2,0.5658,0.8702,0.8868,0.7683,0.8233,408,94,36,YOLOv11,large
e_VT,True,yolo11x,56.9,200,4,2,0.6197,0.9043,0.8979,0.8284,0.8618,408,57,55,YOLOv11,large
e_VT,False,yolo11x,56.9,200,4,2,0.6294,0.9092,0.8807,0.8554,0.8678,408,53,49,YOLOv11,large
e_IMU,True,rtdetr-x,86.0,16,4,2,0.4098,0.7668,0.7853,0.6927,0.7361,808,182,326,DETR,large
e_IMU,False,rtdetr-x,86.0,16,4,2,0.4381,0.8034,0.8134,0.7215,0.7647,808,126,437,DETR,large
e_IMU,True,rtdetr-x,86.0,64,4,2,0.4502,0.8029,0.8223,0.7443,0.7814,808,112,698,DETR,large
e_IMU,False,rtdetr-x,86.0,64,4,2,0.4656,0.821,0.8379,0.7314,0.7811,808,99,599,DETR,large
e_IMU,True,rtdetr-x,86.0,200,4,2,0.4824,0.8118,0.8008,0.755,0.7772,808,128,369,DETR,large
e_IMU,False,rtdetr-x,86.0,200,4,2,0.4655,0.8398,0.8513,0.7488,0.7967,808,78,911,DETR,large
e_VT,True,rtdetr-x,86.0,16,4,2,0.3933,0.6924,0.7847,0.6201,0.6928,408,127,138,DETR,large
e_VT,False,rtdetr-x,86.0,16,4,2,0.5107,0.8366,0.8283,0.7377,0.7804,408,57,275,DETR,large
e_VT,True,rtdetr-x,86.0,64,4,2,0.4995,0.8299,0.8507,0.7262,0.7836,408,61,301,DETR,large
e_VT,False,rtdetr-x,86.0,64,4,2,0.5106,0.8384,0.7977,0.7672,0.7821,408,38,373,DETR,large
e_VT,True,rtdetr-x,86.0,200,4,2,0.4718,0.7953,0.828,0.6814,0.7476,408,43,523,DETR,large
e_VT,False,rtdetr-x,86.0,200,4,2,0.591,0.905,0.8975,0.826,0.8602,408,19,566,DETR,large
e_IMU,True,rtdetr-l,45.0,16,4,2,0.3983,0.7569,0.8274,0.6621,0.7356,808,166,443,DETR,small
e_IMU,False,rtdetr-l,45.0,16,4,2,0.4007,0.7584,0.8372,0.6746,0.7472,808,175,289,DETR,small
e_IMU,True,rtdetr-l,45.0,64,4,2,0.4698,0.8104,0.84,0.7341,0.7834,808,116,480,DETR,small
e_IMU,False,rtdetr-l,45.0,64,4,2,0.4687,0.8316,0.847,0.7525,0.797,808,109,483,DETR,small
e_IMU,True,rtdetr-l,45.0,200,4,2,0.5278,0.8673,0.8947,0.7649,0.8247,808,73,474,DETR,small
e_IMU,False,rtdetr-l,45.0,200,4,2,0.5347,0.8696,0.8593,0.7937,0.8252,808,80,401,DETR,small
e_VT,True,rtdetr-l,45.0,16,4,2,0.3813,0.7053,0.805,0.6172,0.6987,408,140,92,DETR,small
e_VT,False,rtdetr-l,45.0,16,4,2,0.4941,0.8202,0.8375,0.7353,0.7831,408,79,113,DETR,small
e_VT,True,rtdetr-l,45.0,64,4,2,0.5217,0.8627,0.8426,0.8039,0.8228,408,60,114,DETR,small
e_VT,False,rtdetr-l,45.0,64,4,2,0.5196,0.8438,0.8584,0.7475,0.7992,408,51,177,DETR,small
e_VT,True,rtdetr-l,45.0,200,4,2,0.6015,0.9214,0.8722,0.848,0.8599,408,39,91,DETR,small
e_VT,False,rtdetr-l,45.0,200,4,2,0.5982,0.9291,0.9206,0.8522,0.885,408,30,120,DETR,small
e_IMU,True,yolo12n,2.6,16,4,2,0.3451,0.6756,0.7935,0.5817,0.6713,808,251,262,YOLOv12,small
e_IMU,False,yolo12n,2.6,16,4,2,0.3911,0.7373,0.7341,0.6937,0.7134,808,222,170,YOLOv12,small
e_IMU,True,yolo12n,2.6,64,4,2,0.421,0.7636,0.8001,0.6906,0.7413,808,181,298,YOLOv12,small
e_IMU,False,yolo12n,2.6,64,4,2,0.4477,0.8026,0.8434,0.703,0.7668,808,189,174,YOLOv12,small
e_IMU,True,yolo12n,2.6,200,4,2,0.4904,0.8622,0.8567,0.7735,0.813,808,114,269,YOLOv12,small
e_IMU,False,yolo12n,2.6,200,4,2,0.5076,0.8537,0.8372,0.7809,0.8081,808,114,291,YOLOv12,small
e_VT,True,yolo12n,2.6,16,4,2,0.3861,0.7304,0.8024,0.6371,0.7102,408,136,75,YOLOv12,small
e_VT,False,yolo12n,2.6,16,4,2,0.4798,0.8193,0.8482,0.701,0.7676,408,94,113,YOLOv12,small
e_VT,True,yolo12n,2.6,64,4,2,0.4849,0.8297,0.8339,0.7843,0.8084,408,68,155,YOLOv12,small
e_VT,False,yolo12n,2.6,64,4,2,0.5475,0.8658,0.8725,0.799,0.8342,408,68,66,YOLOv12,small
e_VT,True,yolo12n,2.6,200,4,2,0.5827,0.8996,0.8901,0.8532,0.8713,408,44,69,YOLOv12,small
e_VT,False,yolo12n,2.6,200,4,2,0.5951,0.9209,0.8975,0.8431,0.8695,408,38,101,YOLOv12,small
e_IMU,True,yolo11n,2.6,16,4,2,0.3687,0.7128,0.7273,0.6225,0.6708,808,241,275,YOLOv11,small
e_IMU,False,yolo11n,2.6,16,4,2,0.3859,0.7195,0.6934,0.6661,0.6795,808,264,199,YOLOv11,small
e_IMU,True,yolo11n,2.6,64,4,2,0.4396,0.7983,0.835,0.6881,0.7545,808,168,276,YOLOv11,small
e_IMU,False,yolo11n,2.6,64,4,2,0.4476,0.8095,0.8301,0.7314,0.7777,808,148,311,YOLOv11,small
e_IMU,True,yolo12x,59.1,16,8,1,0.3508,0.6391,0.7183,0.5087,0.5956,808,418,95,YOLOv12,large
e_IMU,False,yolo12x,59.1,16,8,1,0.414,0.7341,0.7528,0.6369,0.69,808,279,144,YOLOv12,large
e_IMU,True,yolo12x,59.1,64,8,1,0.4419,0.7599,0.7867,0.6634,0.7198,808,239,185,YOLOv12,large
e_IMU,False,yolo12x,59.1,64,8,1,0.4724,0.7945,0.8237,0.6823,0.7464,808,217,131,YOLOv12,large
e_IMU,True,yolo12x,59.1,200,8,1,0.4855,0.8492,0.871,0.7605,0.812,808,128,222,YOLOv12,large
e_IMU,False,yolo12x,59.1,200,8,1,0.5087,0.8478,0.8645,0.7624,0.8102,808,125,285,YOLOv12,large
e_VT,True,yolo12x,59.1,16,8,1,0.308,0.6323,0.7763,0.549,0.6432,408,177,73,YOLOv12,large
e_VT,False,yolo12x,59.1,16,8,1,0.4508,0.7849,0.7937,0.7034,0.7459,408,96,114,YOLOv12,large
e_VT,True,yolo12x,59.1,64,8,1,0.5507,0.8657,0.8473,0.799,0.8225,408,88,50,YOLOv12,large
e_VT,False,yolo12x,59.1,64,8,1,0.5799,0.8736,0.8742,0.7868,0.8282,408,95,33,YOLOv12,large
e_VT,True,yolo12x,59.1,200,8,1,0.6047,0.8875,0.8867,0.8211,0.8526,408,61,59,YOLOv12,large
e_VT,False,yolo12x,59.1,200,8,1,0.6222,0.9059,0.8869,0.8648,0.8757,408,51,41,YOLOv12,large
e_IMU,True,yolo11x,56.9,16,8,1,0.3623,0.736,0.7887,0.6411,0.7073,808,222,276,YOLOv11,large
e_IMU,False,yolo11x,56.9,16,8,1,0.4032,0.7194,0.7706,0.6194,0.6868,808,290,145,YOLOv11,large
e_IMU,True,yolo11x,56.9,64,8,1,0.4397,0.7831,0.8114,0.6869,0.744,808,177,293,YOLOv11,large
e_IMU,False,yolo11x,56.9,64,8,1,0.4637,0.815,0.8257,0.7329,0.7765,808,160,226,YOLOv11,large
e_IMU,True,yolo11x,56.9,200,8,1,0.5474,0.8635,0.8399,0.7921,0.8153,808,152,134,YOLOv11,large
e_IMU,False,yolo11x,56.9,200,8,1,0.5409,0.8485,0.8478,0.755,0.7987,808,148,166,YOLOv11,large
e_VT,True,yolo11x,56.9,16,8,1,0.3293,0.6388,0.7728,0.5,0.6072,408,230,35,YOLOv11,large
e_VT,False,yolo11x,56.9,16,8,1,0.4702,0.7887,0.7974,0.704,0.7478,408,135,38,YOLOv11,large
e_VT,True,yolo11x,56.9,64,8,1,0.4934,0.8457,0.8694,0.7504,0.8055,408,63,129,YOLOv11,large
e_VT,False,yolo11x,56.9,64,8,1,0.583,0.8777,0.8799,0.8039,0.8402,408,83,38,YOLOv11,large
e_VT,True,yolo11x,56.9,200,8,1,0.6173,0.8971,0.8782,0.8505,0.8641,408,61,47,YOLOv11,large
e_VT,False,yolo11x,56.9,200,8,1,0.6282,0.9085,0.8881,0.848,0.8676,408,55,64,YOLOv11,large
e_IMU,True,rtdetr-x,86.0,64,8,1,0.4384,0.7929,0.8314,0.6959,0.7577,808,124,614,DETR,large
e_IMU,False,rtdetr-x,86.0,64,8,1,0.4774,0.8094,0.8649,0.7191,0.7853,808,106,702,DETR,large
e_IMU,True,rtdetr-x,86.0,200,8,1,0.5221,0.8713,0.8579,0.802,0.829,808,92,352,DETR,large
e_IMU,False,rtdetr-x,86.0,200,8,1,0.5438,0.8741,0.8983,0.7822,0.8362,808,85,428,DETR,large
e_VT,True,rtdetr-x,86.0,64,8,1,0.4905,0.8167,0.8366,0.7475,0.7896,408,87,67,DETR,large
e_VT,False,rtdetr-x,86.0,64,8,1,0.5541,0.8851,0.8595,0.7843,0.8202,408,25,398,DETR,large
e_VT,True,rtdetr-x,86.0,200,8,1,0.5672,0.8888,0.8622,0.799,0.8294,408,40,189,DETR,large
e_VT,False,rtdetr-x,86.0,200,8,1,0.588,0.9092,0.8708,0.8235,0.8465,408,25,191,DETR,large
e_IMU,True,rtdetr-l,45.0,64,8,1,0.4428,0.7918,0.8608,0.6962,0.7698,808,163,325,DETR,small
e_IMU,False,rtdetr-l,45.0,64,8,1,0.4717,0.8008,0.8415,0.7265,0.7798,808,120,692,DETR,small
e_IMU,True,rtdetr-l,45.0,200,8,1,0.5213,0.8648,0.8763,0.7859,0.8286,808,93,307,DETR,small
e_IMU,False,rtdetr-l,45.0,200,8,1,0.5249,0.8699,0.8606,0.7995,0.8289,808,98,309,DETR,small
e_VT,True,rtdetr-l,45.0,64,8,1,0.5131,0.8742,0.8747,0.7871,0.8286,408,47,98,DETR,small
e_VT,False,rtdetr-l,45.0,64,8,1,0.5402,0.8762,0.8746,0.8235,0.8483,408,55,77,DETR,small
e_VT,True,rtdetr-l,45.0,200,8,1,0.5556,0.8544,0.8601,0.8358,0.8478,408,52,86,DETR,small
e_VT,False,rtdetr-l,45.0,200,8,1,0.6014,0.9024,0.8305,0.8648,0.8473,408,25,302,DETR,small
e_IMU,True,yolo12n,2.6,64,8,1,0.4213,0.7484,0.7656,0.6559,0.7065,808,245,191,YOLOv12,small
e_IMU,False,yolo12n,2.6,64,8,1,0.4365,0.7744,0.8369,0.6646,0.7409,808,215,221,YOLOv12,small
e_IMU,True,yolo12n,2.6,200,8,1,0.4976,0.8248,0.8472,0.7341,0.7866,808,152,181,YOLOv12,small
e_IMU,False,yolo12n,2.6,200,8,1,0.5004,0.8547,0.8983,0.7413,0.8123,808,117,331,YOLOv12,small
e_VT,True,yolo12n,2.6,64,8,1,0.5414,0.836,0.8689,0.7426,0.8008,408,102,34,YOLOv12,small
e_VT,False,yolo12n,2.6,64,8,1,0.5399,0.8739,0.8297,0.7917,0.8102,408,41,228,YOLOv12,small
e_VT,True,yolo12n,2.6,200,8,1,0.5778,0.8832,0.8719,0.8162,0.8431,408,54,92,YOLOv12,small
e_VT,False,yolo12n,2.6,200,8,1,0.5959,0.9124,0.8698,0.8188,0.8435,408,27,160,YOLOv12,small
e_IMU,True,yolo11n,2.6,64,8,1,0.4132,0.7708,0.8238,0.672,0.7402,808,183,329,YOLOv11,small
e_IMU,False,yolo11n,2.6,64,8,1,0.4377,0.792,0.8534,0.6869,0.7611,808,157,352,YOLOv11,small
e_IMU,True,yolo11n,2.6,200,8,1,0.4972,0.837,0.8237,0.7512,0.7858,808,135,181,YOLOv11,small
e_IMU,False,yolo11n,2.6,200,8,1,0.4955,0.8593,0.8724,0.7748,0.8207,808,114,242,YOLOv11,small
e_VT,True,yolo11n,2.6,64,8,1,0.5628,0.8715,0.8866,0.7669,0.8224,408,82,64,YOLOv11,small
e_VT,False,yolo11n,2.6,64,8,1,0.5567,0.8873,0.8701,0.8235,0.8462,408,45,107,YOLOv11,small
e_VT,True,yolo11n,2.6,200,8,1,0.6144,0.9034,0.8788,0.8382,0.858,408,61,53,YOLOv11,small
e_VT,False,yolo11n,2.6,200,8,1,0.6057,0.9112,0.8753,0.8529,0.864,408,56,52,YOLOv11,small
e_IMU,True,yolo12x,59.1,16,8,2,0.3201,0.6033,0.7324,0.4592,0.5644,808,475,70,YOLOv12,large
e_IMU,False,yolo12x,59.1,16,8,2,0.3825,0.7131,0.801,0.604,0.6887,808,236,327,YOLOv12,large
e_IMU,True,yolo12x,59.1,64,8,2,0.4828,0.7913,0.8061,0.7153,0.758,808,210,150,YOLOv12,large
e_IMU,False,yolo12x,59.1,64,8,2,0.4747,0.8154,0.8151,0.7401,0.7758,808,156,217,YOLOv12,large
e_IMU,True,yolo12x,59.1,200,8,2,0.4996,0.847,0.8586,0.7723,0.8131,808,116,240,YOLOv12,large
e_IMU,False,yolo12x,59.1,200,8,2,0.5451,0.845,0.8193,0.7797,0.799,808,157,146,YOLOv12,large
e_VT,True,yolo12x,59.1,16,8,2,0.3989,0.7168,0.7802,0.6201,0.691,408,127,104,YOLOv12,large
e_VT,False,yolo12x,59.1,16,8,2,0.4982,0.8138,0.8546,0.7157,0.779,408,96,88,YOLOv12,large
e_VT,True,yolo12x,59.1,64,8,2,0.5338,0.8443,0.8549,0.7363,0.7912,408,90,76,YOLOv12,large
e_VT,False,yolo12x,59.1,64,8,2,0.54,0.871,0.8555,0.7892,0.821,408,57,91,YOLOv12,large
e_VT,True,yolo12x,59.1,200,8,2,0.6098,0.8954,0.8934,0.8015,0.845,408,70,50,YOLOv12,large
e_VT,False,yolo12x,59.1,200,8,2,0.6314,0.9036,0.9082,0.8241,0.8641,408,54,43,YOLOv12,large
e_IMU,True,yolo11x,56.9,16,8,2,0.3187,0.5936,0.5863,0.5087,0.5447,808,503,58,YOLOv11,large
e_IMU,False,yolo11x,56.9,16,8,2,0.4152,0.7419,0.8187,0.6315,0.713,808,262,155,YOLOv11,large
e_IMU,True,yolo11x,56.9,64,8,2,0.4896,0.8013,0.8295,0.7067,0.7632,808,211,143,YOLOv11,large
e_IMU,False,yolo11x,56.9,64,8,2,0.4965,0.8052,0.8172,0.708,0.7587,808,205,149,YOLOv11,large
e_IMU,True,yolo11x,56.9,200,8,2,0.5375,0.8533,0.8363,0.7822,0.8083,808,147,151,YOLOv11,large
e_IMU,False,yolo11x,56.9,200,8,2,0.5084,0.8588,0.8879,0.7686,0.8239,808,112,244,YOLOv11,large
e_VT,True,yolo11x,56.9,16,8,2,0.3979,0.7252,0.8211,0.6495,0.7253,408,121,130,YOLOv11,large
e_VT,False,yolo11x,56.9,16,8,2,0.4923,0.7841,0.8444,0.6495,0.7342,408,139,46,YOLOv11,large
e_VT,True,yolo11x,56.9,64,8,2,0.5335,0.8324,0.8575,0.7451,0.7974,408,97,58,YOLOv11,large
e_VT,False,yolo11x,56.9,64,8,2,0.5665,0.8678,0.8706,0.7892,0.8279,408,72,69,YOLOv11,large
e_VT,True,yolo11x,56.9,200,8,2,0.6175,0.9049,0.8972,0.8309,0.8628,408,64,39,YOLOv11,large
e_VT,False,yolo11x,56.9,200,8,2,0.629,0.9078,0.8893,0.8382,0.863,408,63,40,YOLOv11,large
e_IMU,True,rtdetr-x,86.0,64,8,2,0.3764,0.694,0.7888,0.6101,0.6881,808,181,939,DETR,large
e_IMU,False,rtdetr-x,86.0,64,8,2,0.4738,0.8196,0.8475,0.7277,0.7831,808,115,402,DETR,large
e_IMU,True,rtdetr-x,86.0,200,8,2,0.5236,0.8638,0.8522,0.7924,0.8212,808,87,399,DETR,large
e_IMU,False,rtdetr-x,86.0,200,8,2,0.5302,0.8639,0.8871,0.7673,0.8229,808,73,659,DETR,large
e_VT,True,rtdetr-x,86.0,64,8,2,0.4844,0.7954,0.8427,0.7377,0.7867,408,81,100,DETR,large
e_VT,False,rtdetr-x,86.0,64,8,2,0.5383,0.8534,0.8482,0.7549,0.7988,408,45,294,DETR,large
e_VT,True,rtdetr-x,86.0,200,8,2,0.5923,0.8861,0.9062,0.8064,0.8534,408,53,83,DETR,large
e_VT,False,rtdetr-x,86.0,200,8,2,0.5909,0.9011,0.8449,0.8276,0.8361,408,28,186,DETR,large
e_IMU,True,rtdetr-l,45.0,64,8,2,0.4429,0.7845,0.8208,0.7199,0.767,808,153,301,DETR,small
e_IMU,False,rtdetr-l,45.0,64,8,2,0.4771,0.8222,0.8603,0.7318,0.7908,808,120,385,DETR,small
e_IMU,True,rtdetr-l,45.0,200,8,2,0.5133,0.8497,0.8682,0.7663,0.8141,808,90,511,DETR,small
e_IMU,False,rtdetr-l,45.0,200,8,2,0.5132,0.8616,0.8787,0.7618,0.8161,808,95,392,DETR,small
e_VT,True,rtdetr-l,45.0,64,8,2,0.5059,0.8241,0.9061,0.7525,0.8222,408,81,56,DETR,small
e_VT,False,rtdetr-l,45.0,64,8,2,0.5312,0.8524,0.8336,0.7861,0.8092,408,40,249,DETR,small
e_VT,True,rtdetr-l,45.0,200,8,2,0.5687,0.8883,0.8386,0.8529,0.8457,408,26,447,DETR,small
e_VT,False,rtdetr-l,45.0,200,8,2,0.5875,0.9215,0.8656,0.8523,0.8589,408,33,108,DETR,small
e_IMU,True,yolo12n,2.6,64,8,2,0.4424,0.7668,0.8238,0.6522,0.728,808,228,168,YOLOv12,small
e_IMU,False,yolo12n,2.6,64,8,2,0.4374,0.7846,0.7859,0.7314,0.7577,808,179,226,YOLOv12,small
e_IMU,True,yolo12n,2.6,200,8,2,0.4769,0.8531,0.8616,0.7649,0.8104,808,101,370,YOLOv12,small
e_IMU,False,yolo12n,2.6,200,8,2,0.5045,0.8503,0.9019,0.7398,0.8129,808,145,161,YOLOv12,small
e_VT,True,yolo12n,2.6,64,8,2,0.5309,0.8414,0.8862,0.7255,0.7978,408,105,55,YOLOv12,small
e_VT,False,yolo12n,2.6,64,8,2,0.5622,0.874,0.8698,0.8026,0.8349,408,70,47,YOLOv12,small
e_VT,True,yolo12n,2.6,200,8,2,0.5693,0.8673,0.8723,0.8162,0.8433,408,64,76,YOLOv12,small
e_VT,False,yolo12n,2.6,200,8,2,0.5722,0.9065,0.8567,0.8382,0.8474,408,37,132,YOLOv12,small
e_IMU,True,yolo11n,2.6,64,8,2,0.4556,0.7811,0.7954,0.6795,0.7329,808,227,179,YOLOv11,small
e_IMU,False,yolo11n,2.6,64,8,2,0.4666,0.8101,0.8642,0.6853,0.7644,808,193,198,YOLOv11,small
e_IMU,True,yolo11n,2.6,200,8,2,0.4953,0.823,0.8354,0.7413,0.7855,808,159,196,YOLOv11,small
e_IMU,False,yolo11n,2.6,200,8,2,0.4806,0.8306,0.8578,0.7413,0.7953,808,146,251,YOLOv11,small
e_VT,True,yolo11n,2.6,64,8,2,0.5319,0.8467,0.8471,0.7743,0.8091,408,82,73,YOLOv11,small
e_VT,False,yolo11n,2.6,64,8,2,0.5618,0.8631,0.8321,0.7895,0.8102,408,94,54,YOLOv11,small
e_VT,True,yolo11n,2.6,200,8,2,0.6001,0.8999,0.9065,0.8079,0.8544,408,60,58,YOLOv11,small
e_VT,False,yolo11n,2.6,200,8,2,0.6071,0.9183,0.8705,0.8729,0.8717,408,49,57,YOLOv11,small
e_IMU,True,yolo12x,59.1,16,8,3,0.298,0.5681,0.6559,0.4963,0.565,808,379,219,YOLOv12,large
e_IMU,False,yolo12x,59.1,16,8,3,0.374,0.6515,0.6619,0.5767,0.6164,808,351,183,YOLOv12,large
e_IMU,True,yolo12x,59.1,64,8,3,0.4846,0.7825,0.7827,0.7005,0.7393,808,236,126,YOLOv12,large
e_IMU,False,yolo12x,59.1,64,8,3,0.4702,0.7972,0.7918,0.724,0.7564,808,182,196,YOLOv12,large
e_IMU,True,yolo12x,59.1,200,8,3,0.5371,0.8552,0.8624,0.7735,0.8156,808,138,154,YOLOv12,large
e_IMU,True,rtdetr-x,86.0,16,8,1,0.4067,0.7414,0.7939,0.6795,0.7322,808,176,436,DETR,large
